Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Ward, Tony",55824745900,10,"Social Sciences
Arts and Humanities
",0000-0001-9180-8854,
"Warhurst, Russell Paul",24503937800,24,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Psychology
Decision Sciences
Health Professions
",,
"Waring, Teresa S.",55879173400,35,"Business, Management and Accounting
Computer Science
Social Sciences
Decision Sciences
Earth and Planetary Sciences
Economics, Econometrics and Finance
Nursing
Environmental Science
Engineering
Medicine
",,
"Warren, Craig",37058098000,47,"Earth and Planetary Sciences
Physics and Astronomy
Computer Science
Engineering
Environmental Science
Mathematics
Energy
Social Sciences
Materials Science
",0000-0002-0777-7002,
"Warwick, Laura",55668684200,8,"Arts and Humanities
Computer Science
Social Sciences
Engineering
Decision Sciences
",,
"Wasnik, Priyanka S.",55542795100,12,"Materials Science
Chemistry
Chemical Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Environmental Science
Engineering
",,
"Waters, Melanie",24173523200,10,"Social Sciences
Arts and Humanities
",,
"Waters, Nathan",57211145844,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Wathey, Andrew",26654573700,13,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Watson, A. W.",57216356288,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Watson, Bill",8842919300,8,"Medicine
Nursing
Social Sciences
Biochemistry, Genetics and Molecular Biology
Health Professions
Neuroscience
",,
"Watson, Bruce",55044740500,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Watson, Cate",57198455764,1,"Computer Science
Social Sciences
",,
"Watson, Chloe",57222046273,1,"Nursing
",,
"Watson, Don W.",57199366005,9,"Nursing
Medicine
Social Sciences
Computer Science
Health Professions
",,
"Watson, Don W.",57199366002,8,"Psychology
Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Watson, Fiona Alice",7101670898,6,"Nursing
Social Sciences
",,
"Watson, Ian",57217481242,2,"Engineering
Materials Science
Computer Science
",,
"Watson, Ian",57191049239,1,"Engineering
Social Sciences
",,
"Watson, J. O.",57544046400,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Watson, M.",57216315662,1,"Nursing
",,
"Watson, Margaret",56277151700,1,"Social Sciences
Arts and Humanities
",,
"Watson, Margaret",57191048921,1,"Social Sciences
",,
"Watson, Michael D.",56277140800,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Watson, Richard",57310432300,4,"Social Sciences
Computer Science
Engineering
Arts and Humanities
",,
"Watson, Richard",57216775379,2,"Arts and Humanities
Social Sciences
Computer Science
Business, Management and Accounting
",,
"Watson, Thomas Joseph",57968949700,1,"Social Sciences
",,
"Watson, W. Malcolm",57192281864,1,"Social Sciences
",,
"Watt, Callum",57159066300,1,"Medicine
Psychology
",,
"Watt, Clare E.J.",7005965543,54,"Earth and Planetary Sciences
Physics and Astronomy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Medicine
Energy
Agricultural and Biological Sciences
Chemistry
",0000-0003-3193-8993,
"Watt, Clare E.J.",58072846200,48,"Earth and Planetary Sciences
Physics and Astronomy
Multidisciplinary
Engineering
Medicine
",,
"Watts, Chris",57223345721,1,"Social Sciences
",,
"Watts, Tom",56735672900,6,"Earth and Planetary Sciences
Environmental Science
Engineering
",0000-0003-3454-501X,
"Weatherhead, Eunice",6701465449,2,"Social Sciences
Medicine
Nursing
",,
"Weatheritt, Sheila",58197799500,1,"Social Sciences
",,
"Webster, Anthony",14827563500,25,"Business, Management and Accounting
Arts and Humanities
Social Sciences
Economics, Econometrics and Finance
",,
"Webster, Jamie",57218709795,2,"Agricultural and Biological Sciences
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Weeks1, F.",56944868600,1,"Mathematics
Social Sciences
",,
"Weerasinghe, S.",57212916211,1,"Engineering
",,
"Wei, S.",57217406667,1,"Mathematics
Computer Science
",,
"Wei, Y. Y.",7404094256,1,"Engineering
Computer Science
",,
"Weich, Hellmuth",57215722812,1,"Social Sciences
Medicine
",,
"Weiner, Robert",7202567886,1,"Nursing
",,
"Weinert, Regina",6701589174,9,"Social Sciences
Arts and Humanities
Mathematics
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Health Professions
Computer Science
Psychology
",,
"Weir, David",58036018800,2,"Social Sciences
",,
"Weirs, John",57216161716,2,"Engineering
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Wellings, Susan",57224067359,1,"Social Sciences
",,
"Wells, Gary G.",23020282100,46,"Physics and Astronomy
Chemistry
Materials Science
Engineering
Biochemistry, Genetics and Molecular Biology
Energy
Mathematics
Multidisciplinary
Chemical Engineering
Environmental Science
Computer Science
Social Sciences
",0000-0002-8448-537X,
"Welsh, David",57980183400,1,"Arts and Humanities
",,
"Welsh, Thomas",57208532455,1,"Engineering
",,
"Werfli, Khald",56800923400,9,"Computer Science
Physics and Astronomy
Engineering
Materials Science
",,
"Wesson, David A.",57196665053,1,"Health Professions
Social Sciences
",,
"Westoby, Matthew J.",57197197616,29,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
Engineering
Multidisciplinary
Agricultural and Biological Sciences
",0000-0002-2070-5580,
"Wetherall-Dickson, Leigh",57193689831,5,"Arts and Humanities
Social Sciences
",,
"Wetherell, Mark A.",8573941200,82,"Medicine
Psychology
Neuroscience
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Nursing
Social Sciences
Health Professions
Agricultural and Biological Sciences
Arts and Humanities
Immunology and Microbiology
Decision Sciences
Multidisciplinary
",,
"Wetton, Abigail R.",55856888800,1,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Whalley, Jason",9044266500,122,"Social Sciences
Computer Science
Business, Management and Accounting
Engineering
Decision Sciences
Economics, Econometrics and Finance
Environmental Science
Earth and Planetary Sciences
Nursing
Mathematics
Psychology
Agricultural and Biological Sciences
",,
"Whalley, Lucy D.",57192416581,12,"Energy
Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
Engineering
Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Wharton, Chris",36672245000,9,"Arts and Humanities
Social Sciences
Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Wharton, Karl",56471528700,5,"Social Sciences
Business, Management and Accounting
Psychology
",,
"Wheeler, Peter S.",57191452712,1,"Social Sciences
",,
"Whelan, Kathryn J.",57194797985,6,"Nursing
Social Sciences
Medicine
Psychology
Arts and Humanities
",,
"Whincup, Victoria A.",57224573896,1,"Social Sciences
",,
"Whitaker, D.",57209936942,1,"Materials Science
",,
"Whitaker, D.",57212790104,1,"Business, Management and Accounting
Decision Sciences
",,
"White, A. M.",57214450108,1,"Engineering
",,
"White, Catherine",56532608900,3,"Social Sciences
",,
"White, Dean",56039719600,1,"Arts and Humanities
Social Sciences
",,
"White, M.",57207191241,1,"Medicine
",,
"White, Patricia L.",55473093000,4,"Engineering
Physics and Astronomy
Materials Science
Chemistry
",,
"White, Rosie",55481624800,17,"Social Sciences
Arts and Humanities
Engineering
",,
"Whiteley, Jane",57191455455,3,"Nursing
Psychology
Social Sciences
",,
"Whitfield, Dexter",57209623367,1,"Social Sciences
",,
"Whitfield, Ian Alan",6604050804,1,"Economics, Econometrics and Finance
",,
"Whitney, Bronwen S.",12802821700,37,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Arts and Humanities
Multidisciplinary
Social Sciences
Biochemistry, Genetics and Molecular Biology
",0000-0002-2329-9645,
"Whittaker, Christopher A.",7005949773,1,"Medicine
Psychology
",,
"Whittingham, Rickard",57872086800,1,"Computer Science
",,
"Whittington, Stephanie",55595971600,2,"Medicine
Social Sciences
Health Professions
",,
"Whowell, Mary",24451485200,10,"Social Sciences
Earth and Planetary Sciences
Environmental Science
",,
"Wicks, Robert T.",17436001500,68,"Physics and Astronomy
Earth and Planetary Sciences
Mathematics
Engineering
Computer Science
Medicine
Social Sciences
",0000-0002-0622-5302,
"Widdowfield Small, Deighton",57222541384,2,"Engineering
",,
"Widdrington, Helena",57210435542,1,"Psychology
",,
"Wiegand, Erin",57210358165,1,"Social Sciences
Arts and Humanities
",,
"Wienroth, Matthias",35367656900,24,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Nursing
Environmental Science
Engineering
Business, Management and Accounting
Computer Science
Decision Sciences
",0000-0002-9722-3918,
"Wieser, Leonie",57224449018,2,"Social Sciences
Psychology
Arts and Humanities
",,
"Wiggs, Joshua A.",57209255245,1,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Wightman, Emma L.",36197592100,24,"Nursing
Medicine
Agricultural and Biological Sciences
Neuroscience
Pharmacology, Toxicology and Pharmaceutics
Psychology
Health Professions
Dentistry
",,
"Wightman, Sally",57458547100,1,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
",,
"Wilcockson, Jane",6602704664,20,"Social Sciences
Medicine
Nursing
Business, Management and Accounting
Arts and Humanities
Psychology
",,
"Wilde, Anthea",36197536900,2,"Medicine
Nursing
Neuroscience
",,
"Wilding, Helen",58248365600,2,"Medicine
Social Sciences
Nursing
",,
"Wilhelm, Eurico N.",53980613900,43,"Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
Physics and Astronomy
Social Sciences
Nursing
Neuroscience
",0000-0003-2679-0744,
"Wilkinson, Andrew",57195350804,1,"Psychology
",,
"Wilkinson, Christopher",57961800900,1,"Social Sciences
Environmental Science
",,
"Wilkinson, Justine",24436877000,3,"Medicine
Environmental Science
Social Sciences
",,
"Wilkinson, Kathryn M.",50562293500,5,"Medicine
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
",,
"Wilkinson, Larry J.",57068251900,5,"Psychology
Business, Management and Accounting
Social Sciences
Computer Science
",,
"Wilkinson, Lucy",7103040382,3,"Neuroscience
Agricultural and Biological Sciences
Medicine
",,
"Wilkinson, Michael",14059127700,38,"Medicine
Health Professions
Engineering
Psychology
Biochemistry, Genetics and Molecular Biology
Social Sciences
Agricultural and Biological Sciences
Mathematics
",,
"Wilkinson, Michael",58042230300,1,"Earth and Planetary Sciences
",,
"Wilkinson, Sarah J.",25951653100,8,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
",,
"Wilkinson, Shaun D.",55763059200,9,"Social Sciences
Health Professions
Medicine
",,
"Wilks, T. P.",57196814599,1,"Engineering
Materials Science
",,
"Willcox, Temple",7003510051,4,"Arts and Humanities
Social Sciences
",,
"Williams, Alex",57206174526,1,"Business, Management and Accounting
",,
"Williams, Alexander",57206174524,1,"Decision Sciences
Social Sciences
",,
"Williams, D. A.",55619314784,11,"Engineering
Chemistry
Materials Science
",,
"Williams, David",57204455528,1,"Engineering
Business, Management and Accounting
",,
"Williams, Dominic",57190312399,21,"Arts and Humanities
Social Sciences
",,
"Williams, Glenn P.",57217438281,2,"Psychology
",,
"Williams, Helen",55620869400,7,"Arts and Humanities
Social Sciences
",,
"Williams, Helen",57671370200,4,"Arts and Humanities
Social Sciences
",,
"Williams, Lorraine E.",55462658100,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
",,
"Williams, Rachel",57381615500,4,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Williams, Rachel",57189654738,1,"Social Sciences
Environmental Science
",,
"Williams, Robin L.",7409606737,46,"Social Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Nursing
Psychology
Chemistry
Multidisciplinary
",,
"Williams, Tony",56839461700,2,"Social Sciences
Arts and Humanities
",,
"Williams, Tony",56720697600,1,"Arts and Humanities
",,
"Williamson, C.",56754129400,1,"Materials Science
Engineering
",,
"Williamson, Cheryl",57381452000,1,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Williamson, Eric",57927995600,3,"Medicine
Health Professions
",,
"Williamson, Karen",57193957310,1,"Social Sciences
",,
"Willis, Anne",56167854200,1,"Chemistry
Social Sciences
",,
"Willis, Bethany",58001008700,1,"Computer Science
Social Sciences
",,
"Willis, Malcolm S.",55164013000,2,"Engineering
Social Sciences
",,
"Willis, Michael",57237399100,1,"Computer Science
",,
"Wills, Samuel",57202739932,1,"Psychology
",,
"Wilson, Alasdair",55458755500,7,"Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Chemistry
",,
"Wilson, Chris",57854212900,1,"Arts and Humanities
",,
"Wilson, Colin",7404896623,3,"Engineering
Social Sciences
",,
"Wilson, David",57481159300,1,"Computer Science
",,
"Wilson, G. W.",24567222800,6,"Physics and Astronomy
Materials Science
",,
"Wilson, Gemma",57194240236,35,"Medicine
Social Sciences
Nursing
Psychology
Computer Science
Environmental Science
Arts and Humanities
Business, Management and Accounting
Multidisciplinary
Health Professions
",,
"Wilson, Jason",57195648315,1,"Medicine
Health Professions
",,
"Wilson, Jo",57194803243,4,"Psychology
Medicine
Social Sciences
",,
"Wilson, John D.",56164787600,5,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Wilson, John F.",7406643392,55,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Environmental Science
Decision Sciences
",,
"Wilson, John",57198215657,1,"",,
"Wilson, John",58095013600,1,"Social Sciences
",,
"Wilson, John Veit",57198215811,1,"Social Sciences
",,
"Wilson, Leanne",55911842500,2,"Environmental Science
Earth and Planetary Sciences
Social Sciences
",,
"Wilson, Rob G.",16553786900,74,"Social Sciences
Computer Science
Business, Management and Accounting
Medicine
Engineering
Health Professions
Arts and Humanities
Economics, Econometrics and Finance
Nursing
Decision Sciences
Environmental Science
Mathematics
Psychology
Neuroscience
",0000-0003-0469-1884,
"Wilson, S. R.",55470872600,1,"Social Sciences
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Medicine
Psychology
Neuroscience
",,
"Wilson, S.",56265939300,1,"Environmental Science
Earth and Planetary Sciences
",,
"Wilson, Sharon",57195298092,7,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Wilson, Sharon",58281658900,1,"Earth and Planetary Sciences
Environmental Science
Social Sciences
",,
"Wilson, Shelagh",57210424934,4,"Arts and Humanities
",,
"Wilson, Simon M.",57481204800,1,"Computer Science
",,
"Wilson, T. D.",57080239000,1,"Social Sciences
Computer Science
",,
"Wilson, Tim J.",42462650000,15,"Social Sciences
Medicine
",0000-0002-4847-0779,
"Wilson-Menzfeld, Gemma",57262971900,4,"Medicine
Social Sciences
Multidisciplinary
Psychology
",,
"Win Naung, Shine",57219626406,6,"Energy
Engineering
Physics and Astronomy
Materials Science
Mathematics
",,
"Winchester, Rachel",55419031800,1,"Neuroscience
Psychology
",,
"Winckler, J. M.",7006644684,2,"Engineering
Physics and Astronomy
Materials Science
Mathematics
Computer Science
",,
"Winder, Joyce",57028657700,1,"Social Sciences
",,
"Winkworth, Ian",6507360956,6,"Social Sciences
",,
"Winlow, Simon",6506802982,62,"Social Sciences
Medicine
Arts and Humanities
Psychology
Engineering
",0000-0002-0746-9034,
"Winn, K.",22995718400,1,"Physics and Astronomy
Social Sciences
",,
"Winnard, Andrew James",57193607922,25,"Medicine
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Environmental Science
Health Professions
Agricultural and Biological Sciences
Engineering
Earth and Planetary Sciences
Nursing
Materials Science
Multidisciplinary
",,
"Winship, I. R.",7003439647,1,"Environmental Science
Earth and Planetary Sciences
",,
